light,heater,ventilation,pump,valve,timestamp
1,0,0,0,0,"""2023-05-03T03:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:26:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:41:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:46:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:51:47.000Z"""
1,0,0,0,0,"""2023-05-03T03:56:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:06:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:11:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:16:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:41:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:46:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:51:47.000Z"""
1,0,0,0,0,"""2023-05-03T04:56:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:06:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:11:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:16:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:26:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:41:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:46:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:51:47.000Z"""
1,0,0,0,0,"""2023-05-03T05:56:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:06:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:11:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:16:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:26:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:41:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:46:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:51:47.000Z"""
1,0,0,0,0,"""2023-05-03T06:56:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:06:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:11:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:16:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:26:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:41:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:46:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:51:47.000Z"""
1,0,0,0,0,"""2023-05-03T07:56:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:06:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:11:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:16:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:21:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:26:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:31:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:36:47.000Z"""
1,0,0,0,0,"""2023-05-03T08:41:47.000Z"""
1,0,1,0,0,"""2023-05-03T08:42:08.000Z"""
1,0,1,0,0,"""2023-05-03T08:46:47.000Z"""
1,0,1,0,0,"""2023-05-03T08:51:47.000Z"""
1,0,1,0,0,"""2023-05-03T08:56:47.000Z"""
1,0,1,0,0,"""2023-05-03T09:01:47.000Z"""
1,0,0,0,0,"""2023-05-03T09:04:18.000Z"""
1,0,1,0,0,"""2023-05-03T09:05:38.000Z"""
1,0,1,0,0,"""2023-05-03T09:06:47.000Z"""
1,0,1,0,0,"""2023-05-03T09:11:47.000Z"""
1,0,1,0,0,"""2023-05-03T09:16:47.000Z"""
0,0,1,0,0,"""2023-05-03T09:18:55.000Z"""
0,0,1,0,0,"""2023-05-03T09:21:47.000Z"""
0,0,1,0,0,"""2023-05-03T09:26:47.000Z"""
0,0,1,0,1,"""2023-05-03T09:27:59.000Z"""
0,0,1,0,0,"""2023-05-03T09:30:48.000Z"""
0,0,1,1,0,"""2023-05-03T09:30:51.000Z"""
0,0,1,1,0,"""2023-05-03T09:31:47.000Z"""
0,0,1,1,0,"""2023-05-03T09:36:47.000Z"""
0,0,0,1,0,"""2023-05-03T09:39:19.000Z"""
0,0,0,1,0,"""2023-05-03T09:41:47.000Z"""
0,0,1,1,0,"""2023-05-03T09:41:49.000Z"""
0,0,0,1,0,"""2023-05-03T09:42:09.000Z"""
0,0,1,1,0,"""2023-05-03T09:44:49.000Z"""
0,0,1,1,0,"""2023-05-03T09:46:47.000Z"""
0,0,0,1,0,"""2023-05-03T09:47:59.000Z"""
0,0,1,1,0,"""2023-05-03T09:48:49.000Z"""
0,0,1,1,0,"""2023-05-03T09:51:47.000Z"""
0,0,1,1,0,"""2023-05-03T09:56:47.000Z"""
0,0,1,1,0,"""2023-05-03T10:01:47.000Z"""
0,0,1,1,0,"""2023-05-03T10:06:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:08:19.000Z"""
0,0,0,1,0,"""2023-05-03T10:11:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:16:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:21:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:26:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:31:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:36:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:41:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:46:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:51:47.000Z"""
0,0,0,1,0,"""2023-05-03T10:56:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:01:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:06:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:11:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:16:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:21:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:26:47.000Z"""
0,0,0,1,0,"""2023-05-03T11:31:47.000Z"""
0,0,0,0,0,"""2023-05-03T11:34:07.000Z"""
0,0,0,0,0,"""2023-05-03T11:34:07.000Z"""
0,0,0,0,0,"""2023-05-03T11:34:07.000Z"""
0,0,0,0,0,"""2023-05-03T11:34:25.000Z"""
0,0,0,0,0,"""2023-05-03T11:34:28.000Z"""
0,0,0,0,0,"""2023-05-03T11:39:05.000Z"""
0,0,0,0,0,"""2023-05-03T11:44:05.000Z"""
0,0,0,0,0,"""2023-05-03T11:49:05.000Z"""
1,0,0,0,0,"""2023-05-03T11:49:32.000Z"""
0,0,0,0,0,"""2023-05-03T11:49:36.000Z"""
0,0,0,0,0,"""2023-05-03T11:54:05.000Z"""
0,0,0,0,0,"""2023-05-03T11:59:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:04:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:09:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:14:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:19:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:24:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:29:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:34:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:39:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:44:05.000Z"""
0,0,0,0,0,"""2023-05-03T12:49:05.000Z"""
0,0,0,1,0,"""2023-05-03T12:53:15.000Z"""
0,0,0,1,0,"""2023-05-03T12:54:05.000Z"""
0,0,0,1,0,"""2023-05-03T12:59:05.000Z"""
0,0,0,0,0,"""2023-05-03T13:01:33.000Z"""
0,0,0,1,0,"""2023-05-03T13:01:37.000Z"""
0,0,0,1,0,"""2023-05-03T13:04:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:09:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:14:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:19:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:24:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:29:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:34:05.000Z"""
0,0,0,1,0,"""2023-05-03T13:39:05.000Z"""
0,0,0,0,0,"""2023-05-03T13:40:33.000Z"""
0,0,0,0,0,"""2023-05-03T13:40:33.000Z"""
0,1,0,0,0,"""2023-05-03T13:43:00.000Z"""
0,0,0,0,0,"""2023-05-03T13:44:07.000Z"""
0,0,0,0,0,"""2023-05-03T13:44:54.000Z"""
0,0,0,0,0,"""2023-05-03T13:44:54.000Z"""
0,0,0,0,0,"""2023-05-03T13:44:56.000Z"""
0,1,0,0,0,"""2023-05-03T13:44:58.000Z"""
0,0,0,0,0,"""2023-05-03T13:45:01.000Z"""
0,0,0,0,0,"""2023-05-03T13:48:25.000Z"""
0,0,0,0,0,"""2023-05-03T13:48:25.000Z"""
0,0,0,0,0,"""2023-05-03T13:53:24.000Z"""
0,0,0,0,0,"""2023-05-03T13:55:34.000Z"""
0,0,0,0,0,"""2023-05-03T13:55:34.000Z"""
0,0,0,0,0,"""2023-05-03T14:00:32.000Z"""
0,0,0,1,0,"""2023-05-03T14:01:03.000Z"""
0,0,0,0,0,"""2023-05-03T14:03:07.000Z"""
0,0,0,0,0,"""2023-05-03T14:03:07.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:07.000Z"""
0,1,0,1,0,"""2023-05-03T14:03:16.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:19.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:39.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:39.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:39.000Z"""
0,0,0,1,0,"""2023-05-03T14:03:44.000Z"""
0,0,0,1,0,"""2023-05-03T14:04:43.000Z"""
0,1,0,1,0,"""2023-05-03T14:04:46.000Z"""
0,0,0,1,0,"""2023-05-03T14:04:48.000Z"""
1,0,0,1,0,"""2023-05-03T14:05:04.000Z"""
0,0,0,1,0,"""2023-05-03T14:05:09.000Z"""
0,0,0,1,0,"""2023-05-03T14:08:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:13:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:18:38.000Z"""
0,0,1,1,0,"""2023-05-03T14:22:06.000Z"""
0,0,0,1,0,"""2023-05-03T14:22:21.000Z"""
0,0,1,1,0,"""2023-05-03T14:22:26.000Z"""
0,0,0,1,0,"""2023-05-03T14:22:41.000Z"""
0,0,0,1,0,"""2023-05-03T14:23:38.000Z"""
0,1,0,1,0,"""2023-05-03T14:25:42.000Z"""
0,0,0,1,0,"""2023-05-03T14:25:46.000Z"""
0,0,0,1,0,"""2023-05-03T14:28:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:33:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:36:59.000Z"""
0,0,0,1,0,"""2023-05-03T14:38:38.000Z"""
0,1,0,1,0,"""2023-05-03T14:39:16.000Z"""
0,0,0,1,0,"""2023-05-03T14:39:27.000Z"""
0,0,0,1,0,"""2023-05-03T14:43:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:48:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:53:38.000Z"""
0,0,0,1,0,"""2023-05-03T14:58:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:03:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:08:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:13:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:18:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:23:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:28:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:33:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:38:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:43:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:48:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:53:38.000Z"""
0,0,0,1,0,"""2023-05-03T15:58:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:03:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:08:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:13:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:18:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:23:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:28:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:33:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:38:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:43:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:48:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:53:38.000Z"""
0,0,0,1,0,"""2023-05-03T16:58:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:03:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:08:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:13:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:18:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:23:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:28:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:33:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:38:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:43:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:48:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:53:38.000Z"""
0,0,0,1,0,"""2023-05-03T17:58:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:03:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:08:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:13:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:18:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:23:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:28:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:30:00.000Z"""
0,0,0,1,0,"""2023-05-03T18:33:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:38:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:39:57.000Z"""
0,0,0,1,0,"""2023-05-03T18:39:57.000Z"""
0,0,0,1,0,"""2023-05-03T18:39:57.000Z"""
0,0,0,1,0,"""2023-05-03T18:41:37.000Z"""
0,0,0,1,0,"""2023-05-03T18:41:38.000Z"""
0,0,0,1,0,"""2023-05-03T18:41:38.000Z"""
1,0,0,1,0,"""2023-05-03T18:41:43.000Z"""
0,0,0,1,0,"""2023-05-03T18:42:18.000Z"""
0,0,0,1,0,"""2023-05-03T18:42:18.000Z"""
0,0,0,1,0,"""2023-05-03T18:42:18.000Z"""
1,0,0,1,0,"""2023-05-03T18:42:20.000Z"""
0,0,0,1,0,"""2023-05-03T18:43:00.000Z"""
0,0,0,1,0,"""2023-05-03T18:43:20.000Z"""
0,0,0,1,0,"""2023-05-03T18:43:21.000Z"""
0,0,0,1,0,"""2023-05-03T18:43:21.000Z"""
1,0,0,1,0,"""2023-05-03T18:43:22.000Z"""
1,0,0,1,0,"""2023-05-03T18:43:23.000Z"""
1,0,0,1,0,"""2023-05-03T18:48:18.000Z"""
1,0,0,1,0,"""2023-05-03T18:53:18.000Z"""
1,0,0,1,0,"""2023-05-03T18:58:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:03:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:08:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:13:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:18:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:23:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:28:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:33:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:38:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:43:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:48:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:53:18.000Z"""
1,0,0,1,0,"""2023-05-03T19:58:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:03:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:08:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:13:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:18:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:23:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:28:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:33:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:38:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:43:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:48:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:53:18.000Z"""
1,0,0,1,0,"""2023-05-03T20:58:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:03:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:08:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:13:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:18:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:23:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:28:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:33:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:38:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:43:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:48:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:53:18.000Z"""
1,0,0,1,0,"""2023-05-03T21:58:18.000Z"""
0,0,0,1,0,"""2023-05-03T21:59:00.000Z"""
0,0,0,1,0,"""2023-05-03T22:03:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:08:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:13:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:18:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:23:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:28:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:33:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:38:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:43:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:48:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:53:18.000Z"""
0,0,0,1,0,"""2023-05-03T22:58:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:03:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:08:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:13:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:18:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:23:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:28:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:33:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:38:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:43:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:48:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:53:18.000Z"""
0,0,0,1,0,"""2023-05-03T23:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:08:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:13:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:18:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:23:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:28:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:33:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:38:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:43:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:48:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:53:18.000Z"""
0,0,0,1,0,"""2023-05-04T00:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:08:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:13:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:18:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:23:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:28:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:33:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:38:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:43:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:48:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:53:18.000Z"""
0,0,0,1,0,"""2023-05-04T01:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:08:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:13:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:18:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:23:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:28:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:33:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:38:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:43:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:48:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:53:18.000Z"""
0,0,0,1,0,"""2023-05-04T02:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:08:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:13:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:18:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:23:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:28:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:33:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:38:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:43:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:48:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:53:18.000Z"""
0,0,0,1,0,"""2023-05-04T03:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:08:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:13:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:18:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:23:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:28:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:33:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:38:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:43:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:48:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:53:18.000Z"""
0,0,0,1,0,"""2023-05-04T04:58:18.000Z"""
0,0,0,1,0,"""2023-05-04T05:03:18.000Z"""
0,0,0,1,0,"""2023-05-04T05:08:18.000Z"""
